MUIDEN	MUDEID	MUNOMB	MUCODSIM
869	27	EL GUACAMAYO	68245000
870	27	EL PENON	68250000
871	27	EL PLAYON	68255000
872	27	ENCINO	68264000
873	27	ENCISO	68266000
874	27	FLORIAN	68271000
875	27	FLORIDABLANCA	68276000
876	27	GALAN	68296000
877	27	GAMBITA	68298000
878	27	GIRON	68307000
879	27	GUACA	68318000
880	27	GUADALUPE	68320000
881	27	GUAPOTA	68322000
882	27	GUAVATA	68324000
883	27	GUEPSA	68327000
884	27	HATO	68344000
885	27	JESUS MARIA	68368000
886	27	JORDAN	68370000
887	27	LA BELLEZA	68377000
888	27	LANDAZURI	68385000
889	27	LA PAZ	68397000
890	27	LEBRIJA	68406000
891	27	LOS SANTOS	68418000
892	27	MACARAVITA	68425000
893	27	MALAGA	68432000
894	27	MATANZA	68444000
895	27	MOGOTES	68464000
896	27	MOLAGAVITA	68468000
897	27	OCAMONTE	68498000
898	27	OIBA	68500000
899	27	ONZAGA	68502000
900	27	PALMAR	68522000
901	27	PALMAS DEL SOCORRO	68524000
902	27	PARAMO	68533000
903	27	PIEDECUESTA	68547000
904	27	PINCHOTE	68549000
905	27	PUENTE NACIONAL	68572000
906	27	PUERTO PARRA	68573000
907	27	PUERTO WILCHES	68575000
908	27	RIONEGRO	68615000
909	27	SABANA DE TORRES	68655000
910	27	SAN ANDRES	68669000
911	27	SAN BENITO	68673000
912	27	SAN GIL	68679000
913	27	SAN JOAQUIN	68682000
914	27	SAN JOSE DE MIRANDA	68684000
915	27	SAN MIGUEL	68686000
916	27	SAN VICENTE DE CHUCURI	68689000
917	27	SANTA BARBARA	68705000
918	27	SANTA HELENA DEL OPON	68720000
919	27	SIMACOTA	68745000
920	27	SOCORRO	68755000
921	27	SUAITA	68770000
922	27	SUCRE	68773000
923	27	SURATA	68780000
924	27	TONA	68820000
925	27	VALLE DE SAN JOSE	68855000
926	27	VELEZ	68861000
927	27	VETAS	68867000
928	27	VILLANUEVA	68872000
929	27	ZAPATOCA	68895000
930	28	SINCELEJO	70001000
931	28	BUENAVISTA	70110000
932	28	CAIMITO	70124000
933	28	COLOSO	70204000
934	28	COROZAL	70215000
935	28	COVEÑAS	70221000
936	28	CHALAN	70230000
937	28	EL ROBLE	70233000
938	28	GALERAS	70235000
939	28	GUARANDA	70265000
940	28	LA UNION	70400000
941	28	LOS PALMITOS	70418000
942	28	MAJAGUAL	70429000
943	28	MORROA	70473000
944	28	OVEJAS	70508000
945	28	PALMITO	70523000
946	28	SAMPUES	70670000
947	28	SAN BENITO ABAD	70678000
948	28	SAN JUAN DE BETULIA	70702000
949	28	SAN MARCOS	70708000
950	28	SAN ONOFRE	70713000
951	28	SAN PEDRO	70717000
952	28	SINCE	70742000
953	28	SUCRE	70771000
954	28	SANTIAGO DE TOLU	70820000
955	28	TOLUVIEJO	70823000
956	29	IBAGUE	73001000
957	29	ALPUJARRA	73024000
958	29	ALVARADO	73026000
959	29	AMBALEMA	73030000
960	29	ANZOATEGUI	73043000
961	29	ARMERO	73055000
962	29	ATACO	73067000
963	29	CAJAMARCA	73124000
964	29	CARMEN DE APICALA	73148000
965	29	CASABIANCA	73152000
966	29	CHAPARRAL	73168000
967	29	COELLO	73200000
968	29	COYAIMA	73217000
969	29	CUNDAY	73226000
970	29	DOLORES	73236000
971	29	ESPINAL	73268000
972	29	FALAN	73270000
973	29	FLANDES	73275000
974	29	FRESNO	73283000
975	29	GUAMO	73319000
976	29	HERVEO	73347000
977	29	HONDA	73349000
978	29	ICONONZO	73352000
979	29	LERIDA	73408000
980	29	LIBANO	73411000
981	29	MARIQUITA	73443000
982	29	MELGAR	73449000
983	29	MURILLO	73461000
984	29	NATAGAIMA	73483000
985	29	ORTEGA	73504000
986	29	PALOCABILDO	73520000
987	29	PIEDRAS	73547000
988	29	PLANADAS	73555000
989	29	PRADO	73563000
990	29	PURIFICACION	73585000
991	29	RIOBLANCO	73616000
992	29	RONCESVALLES	73622000
993	29	ROVIRA	73624000
994	29	SALDANA	73671000
995	29	SAN ANTONIO	73675000
996	29	SAN LUIS	73678000
997	29	SANTA ISABEL	73686000
998	29	SUAREZ	73770000
999	29	VALLE DE SAN JUAN	73854000
1000	29	VENADILLO	73861000
1001	29	VILLAHERMOSA	73870000
1002	29	VILLARRICA	73873000
1003	30	CALI	76001000
1004	30	ALCALA	76020000
1005	30	ANDALUCIA	76036000
1006	30	ANSERMANUEVO	76041000
1007	30	ARGELIA	76054000
1008	30	BOLIVAR	76100000
1009	30	BUENAVENTURA	76109000
1010	30	GUADALAJARA DE BUGA	76111000
1011	30	BUGALAGRANDE	76113000
1012	30	CAICEDONIA	76122000
1013	30	CALIMA	76126000
1014	30	CANDELARIA	76130000
1015	30	CARTAGO	76147000
1016	30	DAGUA	76233000
1017	30	EL AGUILA	76243000
1018	30	EL CAIRO	76246000
1019	30	EL CERRITO	76248000
1020	30	EL DOVIO	76250000
1021	30	FLORIDA	76275000
1022	30	GINEBRA	76306000
1023	30	GUACARI	76318000
1024	30	JAMUNDI	76364000
1025	30	LA CUMBRE	76377000
1026	30	LA UNION	76400000
1027	30	LA VICTORIA	76403000
1028	30	OBANDO	76497000
1029	30	PALMIRA	76520000
1030	30	PRADERA	76563000
1031	30	RESTREPO	76606000
1032	30	RIOFRIO	76616000
1033	30	ROLDANILLO	76622000
1034	30	SAN PEDRO	76670000
1035	30	SEVILLA	76736000
1036	30	TORO	76823000
1037	30	TRUJILLO	76828000
1038	30	TULUA	76834000
1039	30	ULLOA	76845000
1040	30	VERSALLES	76863000
1041	30	VIJES	76869000
1042	30	YOTOCO	76890000
1043	30	YUMBO	76892000
1044	30	ZARZAL	76895000
1045	3	ARAUCA	81001000
1046	3	ARAUQUITA	81065000
1047	3	CRAVO NORTE	81220000
1048	3	FORTUL	81300000
1049	3	PUERTO RONDON	81591000
1050	3	SARAVENA	81736000
1051	3	TAME	81794000
1052	9	YOPAL	85001000
1053	9	AGUAZUL	85010000
1054	9	CHAMEZA	85015000
1055	9	HATO COROZAL	85125000
1056	9	LA SALINA	85136000
1057	9	MANI	85139000
1058	9	MONTERREY	85162000
1059	9	NUNCHIA	85225000
1060	9	OROCUE	85230000
1061	9	PAZ DE ARIPORO	85250000
1062	9	PORE	85263000
1063	9	RECETOR	85279000
1064	4	SABANALARGA	85300000
1065	9	SACAMA	85315000
1066	9	SAN LUIS DE PALENQUE	85325000
1067	9	TAMARA	85400000
1068	9	TAURAMENA	85410000
1069	9	TRINIDAD	85430000
1070	9	VILLANUEVA	85440000
1071	23	MOCOA	86001000
1072	23	COLON	86219000
1073	23	ORITO	86320000
1074	23	PUERTO ASIS	86568000
1075	23	PUERTO CAICEDO	86569000
1076	23	PUERTO GUZMAN	86571000
1077	23	LEGUIZAMO	86573000
1078	23	SIBUNDOY	86749000
1079	23	SAN FRANCISCO	86755000
1080	23	SAN MIGUEL	86757000
1081	23	SANTIAGO	86760000
1082	23	VALLE DEL GUAMUEZ	86865000
1083	23	VILLAGARZON	86885000
1084	26	SAN ANDRES 1	88001000
1085	26	PROVIDENCIA	88564000
1086	1	LETICIA	91001000
1087	1	PUERTO NARINO	91540000
1088	15	INIRIDA	94001000
1089	17	SAN JOSE DEL GUAVIARE	95001000
1090	17	CALAMAR	95015000
1091	17	EL RETORNO	95025000
1092	17	MIRAFLORES	95200000
1093	31	MITU	97001000
1094	31	CARURU	97161000
1095	31	TARAIRA	97666000
1096	32	PUERTO CARRENO	99001000
1097	32	LA PRIMAVERA	99524000
1098	32	SANTA ROSALIA	99624000
1099	32	CUMARIBO	99773000
1100	29	ESPINAL	73268000
1101	2	BELEN DE BAJIRA	27086000
1102	21	TUMACO	52835100
1103	1	EL ENCANTO	91263000
1104	1	LA CHORRERA	91405000
1105	1	LA PEDRERA	91407000
1106	1	PUERTO ARICA	91536000
1107	22	PUERTO SANTANDER	91669000
1108	1	TARAPACA	91798000
1109	30	LA VICTORIA	91430000
1110	1	MIRITI	91460000
1111	1	PUERTO ALEGRIA	91530000
1112	15	BARRANCO MINAS	94343000
1113	15	CACAHUAL	94886000
1114	15	LA GUADALUPE	94885000
1115	15	MAPIRIPANA	94663000
1116	15	MORICHAL	94888000
1117	15	PANA PANA	94887000
1118	4	PUERTO COLOMBIA	94884000
1119	15	SAN FELIPE	94883000
1120	31	PACOA	97511000
1121	31	PAPUNAUA	97777000
1122	31	YAVARATE	97889000
1123	-1	NO APLICA LUGAR MATRICULA VEHICULO	99999999
1124	-1	NO APLICA MUNICIPIO INFRACTOR	00000000
1125	4	NO REPORTA	000000
9275	14	BOGOTÁ, D.C. - NAZARETH	11001002
9276	14	BOGOTÁ, D.C. - SAN JUAN DE SUMAPAZ	11001005
9277	14	BOGOTÁ, D.C. - PASQUILLA	11001007
9278	14	BOGOTÁ, D.C. - SAN JUAN	11001008
9279	14	BOGOTÁ, D.C. - BETANIA	11001009
9280	14	BOGOTÁ, D.C. - LA UNIÓN	11001010
9281	5	CARTAGENA - ARROYO DE PIEDRA	13001001
9282	5	CARTAGENA - ARROYO GRANDE	13001002
9283	5	CARTAGENA - BARÚ	13001003
9284	5	CARTAGENA - BAYUNCA	13001004
9285	5	CARTAGENA - BOCACHICA	13001005
9286	5	CARTAGENA - CAÑO DEL ORO	13001006
9287	5	CARTAGENA - ISLA FUERTE	13001007
9288	5	CARTAGENA - LA BOQUILLA	13001008
9289	5	CARTAGENA - PASACABALLOS	13001009
9290	5	CARTAGENA - PUNTA CANOA	13001010
9291	5	CARTAGENA - SANTA ANA	13001012
9292	5	CARTAGENA - TIERRA BOMBA	13001013
9293	5	CARTAGENA - PUNTA ARENA	13001014
9294	5	CARTAGENA - ARARCA	13001015
9295	5	CARTAGENA - LETICIA	13001016
9296	5	CARTAGENA - ARCHIPIELAGO DE SAN BERNARDO	13001017
9297	5	CARTAGENA - EL RECREO	13001018
9298	5	CARTAGENA - PUERTO REY	13001019
9299	5	CARTAGENA - PONTEZUELA	13001020
9300	5	CARTAGENA - ISLAS DEL ROSARIO	13001021
9301	5	CARTAGENA - PALENQUILLO	13001022
9302	5	CARTAGENA - PIEDRECITAS	13001023
9303	5	CARTAGENA - PLAYA DORADA	13001024
9304	5	CARTAGENA - ARROYO DE LAS CANOAS	13001026
9305	5	CARTAGENA - EL PUEBLITO	13001027
9306	5	CARTAGENA - LAS EUROPAS	13001028
9307	5	CARTAGENA - MANZANILLO DEL MAR	13001029
9308	5	CARTAGENA - TIERRA BAJA	13001030
9309	5	CARTAGENA - BOQUILLITA	13001032
9310	5	CARTAGENA - MEMBRILLAL	13001033
9311	5	ACHÍ - BOYACÁ	13006002
9312	5	ACHÍ - BUENAVISTA	13006003
9313	5	ACHÍ - ALGARROBO	13006005
9314	5	ACHÍ - GUACAMAYO	13006007
9315	5	ACHÍ - GUAMO	13006008
9316	5	ACHÍ - PLAYALTA	13006011
9317	5	ACHÍ - RÍO NEGRO	13006013
9318	5	ACHÍ - TACUYALTA	13006015
9319	5	ACHÍ - TRES CRUCES	13006017
9320	5	ACHÍ - PAYANDÉ	13006019
9321	5	ACHÍ - RÍO NUEVO	13006020
9322	5	ACHÍ - BUENOS AIRES	13006021
9323	5	ACHÍ - PUERTO ISABEL	13006022
9324	5	ACHÍ - PALENQUILLO	13006029
9325	5	ACHÍ - CENTRO ALEGRE	13006030
9326	5	ACHÍ - PUERTO VENECIA	13006033
9327	5	ACHÍ - SANTA LUCÍA	13006035
9328	5	ACHÍ - GALLEGO ARRIBA	13006038
9329	5	ACHÍ - LOS NÍSPEROS	13006039
9330	5	ACHÍ - NUEVA ESPERANZA	13006040
9331	5	ACHÍ - PARAÍSO SINCERÍN	13006041
9332	5	ACHÍ - PROVIDENCIA	13006042
9333	5	ACHÍ - VIDA TRANQUILA	13006043
9334	5	ALTOS DEL ROSARIO - EL RUBIO	13030001
9335	5	ALTOS DEL ROSARIO - LA PACHA	13030002
9336	5	ALTOS DEL ROSARIO - SAN ISIDRO	13030003
9337	5	ALTOS DEL ROSARIO - SANTA LUCÍA	13030004
9338	5	ARENAL - BUENAVISTA	13042001
9339	5	ARENAL - CARNIZALA	13042002
9340	5	ARENAL - SAN RAFAEL	13042003
9341	5	ARENAL - SANTO DOMINGO	13042007
9342	5	ARJONA - PUERTO BADEL (CAÑO SALADO)	13052001
9343	5	ARJONA - GAMBOTE	13052002
9344	5	ARJONA - ROCHA	13052003
9345	5	ARJONA - SINCERÍN	13052004
9346	5	ARJONA - SAN RAFAEL DE LA CRUZ	13052005
9347	5	ARJONA - CRUZ DEL VIZO	13052006
9348	5	ARROYOHONDO - MACHADO	13062001
9349	5	ARROYOHONDO - MONROY	13062002
9350	5	ARROYOHONDO - PILÓN	13062003
9351	5	ARROYOHONDO - SATO	13062004
9352	5	ARROYOHONDO - SAN FRANCISCO (SOLABANDA)	13062006
9353	5	BARRANCO DE LOBA - RIONUEVO	13074003
9354	5	BARRANCO DE LOBA - SAN ANTONIO	13074004
9355	5	BARRANCO DE LOBA - LOS CERRITOS	13074005
9356	5	BARRANCO DE LOBA - LAS DELICIAS	13074006
9357	5	CALAMAR - BARRANCA NUEVA	13140002
9358	5	CALAMAR - BARRANCA VIEJA	13140003
9359	5	CALAMAR - HATO VIEJO	13140004
9360	5	CALAMAR - YUCAL	13140009
9361	5	CANTAGALLO - SAN LORENZO	13160001
9362	5	CANTAGALLO - BRISAS DE BOLÍVAR	13160002
9363	5	CANTAGALLO - CAGUI	13160003
9364	5	CANTAGALLO - EL BAGRE	13160004
9365	5	CANTAGALLO - EL CARAÑO	13160005
9366	5	CANTAGALLO - EL CEDRO	13160006
9367	5	CANTAGALLO - EL FIRME	13160007
9368	5	CANTAGALLO - LA ESPERANZA	13160008
9369	5	CANTAGALLO - LA NUTRIA	13160009
9370	5	CANTAGALLO - LA POZA	13160010
9371	5	CANTAGALLO - LA VICTORIA (SEPULTURA)	13160011
9372	5	CANTAGALLO - LAS PAVAS	13160012
9373	5	CANTAGALLO - LEJANÍA	13160013
9374	5	CANTAGALLO - LOS CORONCOROS	13160014
9375	5	CANTAGALLO - LOS PATICOS	13160015
9376	5	CANTAGALLO - MURIBA	13160016
9377	5	CANTAGALLO - NO HAY COMO DIOS	13160017
9378	5	CANTAGALLO - SINZONA	13160019
9379	5	CANTAGALLO - YANACUÉ	13160020
9380	5	CICUCO - CAMPO SERENO	13188001
9381	5	CICUCO - LA PEÑA	13188002
9382	5	CICUCO - SAN FRANCISCO DE LOBA	13188003
9383	5	CICUCO - SAN JAVIER	13188004
9384	5	CICUCO - PUEBLO NUEVO	13188005
9385	5	CÓRDOBA - GUAIMARAL	13212001
9386	5	CÓRDOBA - ISLA DE CÓRDOBA	13212002
9387	5	CÓRDOBA - LA MONTAÑA DE ALONSO (MARTÍN ALONSO)	13212003
9388	5	CÓRDOBA - SAN ANDRÉS	13212005
9389	5	CÓRDOBA - SINCELEJITO	13212006
9390	5	CÓRDOBA - TACAMOCHITO	13212007
9391	5	CÓRDOBA - TACAMOCHO	13212008
9392	5	CÓRDOBA - SANTA LUCÍA	13212009
9393	5	CÓRDOBA - LA SIERRA	13212010
9394	5	CÓRDOBA - LAS MARÍAS	13212011
9395	5	CÓRDOBA - PUEBLO NUEVO	13212012
9396	5	CÓRDOBA - SANAHUARE	13212013
9397	5	CÓRDOBA - SOCORRO 1	13212014
9398	5	CLEMENCIA - LAS CARAS	13222001
9399	5	CLEMENCIA - EL PEÑIQUE	13222002
9400	5	CLEMENCIA - EL SOCORRO	13222003
9401	5	EL CARMEN DE BOLÍVAR - BAJO GRANDE	13244001
9402	5	EL CARMEN DE BOLÍVAR - CARACOLÍ GRANDE	13244002
9403	5	EL CARMEN DE BOLÍVAR - EL SALADO	13244003
9404	5	EL CARMEN DE BOLÍVAR - JESÚS DEL MONTE	13244004
9405	5	EL CARMEN DE BOLÍVAR - MACAYEPOS	13244005
9406	5	EL CARMEN DE BOLÍVAR - SAN CARLOS	13244006
9407	5	EL CARMEN DE BOLÍVAR - SAN ISIDRO	13244007
9408	5	EL CARMEN DE BOLÍVAR - HATO NUEVO	13244008
9409	5	EL CARMEN DE BOLÍVAR - EL RAIZAL	13244011
9410	5	EL CARMEN DE BOLÍVAR - SANTA LUCÍA	13244014
9411	5	EL CARMEN DE BOLÍVAR - SANTO DOMINGO DE MEZA	13244017
9412	5	EL CARMEN DE BOLÍVAR - EL HOBO	13244018
9413	5	EL GUAMO - LA ENEA	13248001
9414	5	EL GUAMO - SAN JOSÉ DE LATA	13248002
9415	5	EL GUAMO - NERVITÍ	13248003
9416	5	EL GUAMO - ROBLES	13248004
9417	5	EL GUAMO - TASAJERA	13248005
9418	5	EL PEÑÓN - BUENOS AIRES	13268003
9419	5	EL PEÑÓN - CASTAÑAL	13268004
9420	5	EL PEÑÓN - LA CHAPETONA	13268006
9421	5	EL PEÑÓN - JAPÓN	13268008
9422	5	EL PEÑÓN - LA HUMAREDA	13268013
9423	5	EL PEÑÓN - PEÑONCITO	13268017
9424	5	HATILLO DE LOBA - EL POZÓN	13300001
9425	5	HATILLO DE LOBA - JUANA SÁNCHEZ	13300002
9426	5	HATILLO DE LOBA - LA RIBONA	13300003
9427	5	HATILLO DE LOBA - LA VICTORIA	13300004
9428	5	HATILLO DE LOBA - PUEBLO NUEVO	13300005
9429	5	HATILLO DE LOBA - SAN MIGUEL	13300006
9430	5	HATILLO DE LOBA - CERRO DE LAS AGUADAS	13300007
9431	5	HATILLO DE LOBA - LAS BRISAS	13300008
9432	5	HATILLO DE LOBA - GUACALÍ	13300009
9433	5	MAGANGUÉ - BARBOSA	13430001
9434	5	MAGANGUÉ - BARRANCA DE YUCA	13430002
9435	5	MAGANGUÉ - BETANIA	13430003
9436	5	MAGANGUÉ - BOCA DE SAN ANTONIO	13430004
9437	5	MAGANGUÉ - CASCAJAL	13430006
9438	5	MAGANGUÉ - CEIBAL	13430007
9439	5	MAGANGUÉ - COYONGAL	13430008
9440	5	MAGANGUÉ - EL RETIRO	13430009
9441	5	MAGANGUÉ - GUAZO	13430010
9442	5	MAGANGUÉ - HENEQUÉN	13430011
9443	5	MAGANGUÉ - ISLA GRANDE	13430012
9444	5	MAGANGUÉ - JUAN ARIAS	13430013
9445	5	MAGANGUÉ - LA PASCUALA	13430014
9446	5	MAGANGUÉ - LA VENTURA	13430015
9447	5	MAGANGUÉ - LAS BRISAS	13430016
9448	5	MAGANGUÉ - MADRID	13430017
9449	5	MAGANGUÉ - PALMARITO	13430018
9450	5	MAGANGUÉ - PANSEGÜITA	13430019
9451	5	MAGANGUÉ - PIÑALITO	13430020
9452	5	MAGANGUÉ - SAN RAFAEL DE CORTINA	13430021
9453	5	MAGANGUÉ - SAN JOSÉ DE LAS MARTAS	13430022
9454	5	MAGANGUÉ - SAN SEBASTIÁN DE BUENAVISTA	13430023
9455	5	MAGANGUÉ - SANTA FE	13430024
9456	5	MAGANGUÉ - SANTA LUCÍA	13430025
9457	5	MAGANGUÉ - SANTA MÓNICA	13430026
9458	5	MAGANGUÉ - SANTA PABLA	13430027
9459	5	MAGANGUÉ - SITIO NUEVO	13430028
9460	5	MAGANGUÉ - PUERTO KENNEDY	13430029
9461	5	MAGANGUÉ - TACALOA	13430030
9462	5	MAGANGUÉ - TACASALUMA	13430031
9463	5	MAGANGUÉ - TOLÚ	13430032
9464	5	MAGANGUÉ - PLAYA DE LAS FLORES	13430036
9465	5	MAGANGUÉ - SAN ANTOÑITO	13430037
9466	5	MAGANGUÉ - EL CUATRO	13430038
9467	5	MAGANGUÉ - BOCA DE GUAMAL	13430039
9468	5	MAGANGUÉ - TRES PUNTAS	13430040
9469	5	MAGANGUÉ - EMAUS	13430041
9470	5	MAGANGUÉ - ISLA DE PERICO	13430042
9471	5	MAGANGUÉ - PUERTO NARIÑO	13430047
9472	5	MAGANGUÉ - PUNTA DE CARTAGENA	13430048
9473	5	MAGANGUÉ - SAN ANTOÑITO	13430051
9474	5	MAGANGUÉ - SANTA COITA	13430052
9475	5	MAGANGUÉ - FLORENCIA	13430053
9476	5	MAHATES - EVITAR	13433001
9477	5	MAHATES - GAMERO	13433002
9478	5	MAHATES - MALAGANA	13433003
9479	5	MAHATES - SAN BASILIO DE PALENQUE	13433004
9480	5	MAHATES - SAN JOAQUÍN	13433005
9481	5	MAHATES - MANDINGA	13433009
9482	5	MAHATES - CRUZ DEL VIZO	13433010
9483	5	MARGARITA - BOTÓN DE LEIVA	13440001
9484	5	MARGARITA - CANTERA	13440002
9485	5	MARGARITA - CAUSADO	13440003
9486	5	MARGARITA - CHILLOA	13440004
9487	5	MARGARITA - DOÑA JUANA	13440005
9488	5	MARGARITA - GUATACA SUR	13440006
9489	5	MARGARITA - MAMONCITO	13440007
9490	5	MARGARITA - SANDOVAL	13440008
9491	5	MARGARITA - SAN JOSÉ DE LOS TRAPICHES	13440010
9492	5	MARGARITA - COROCITO	13440011
9493	5	MARGARITA - GUATAQUITA	13440012
9494	5	MARGARITA - CAIMITAL	13440013
9495	5	MARGARITA - CAÑO MONO	13440014
9496	5	MARGARITA - EL BARRANCO	13440015
9497	5	MARGARITA - EL ZAFIRO	13440016
9498	5	MARGARITA - LA MONTAÑA	13440017
9499	5	MARGARITA - LOS MANGOS	13440018
9500	5	MARGARITA - SANDOVALITO	13440019
9501	5	MARGARITA - SAN IGNACIO	13440020
9502	5	MARGARITA - SAN MARTÍN	13440021
9503	5	MARÍA LA BAJA - CORREA	13442001
9504	5	MARÍA LA BAJA - EL NÍSPERO	13442002
9505	5	MARÍA LA BAJA - FLAMENCO	13442003
9506	5	MARÍA LA BAJA - MANPUJÁN	13442004
9507	5	MARÍA LA BAJA - ÑANGUMA	13442005
9508	5	MARÍA LA BAJA - RETIRO NUEVO	13442006
9509	5	MARÍA LA BAJA - SAN JOSÉ DEL PLAYÓN	13442007
9510	5	MARÍA LA BAJA - SAN PABLO	13442008
9511	5	MARÍA LA BAJA - EL MAJAGUA	13442009
9512	5	MARÍA LA BAJA - LOS BELLOS	13442011
9513	5	MARÍA LA BAJA - MATUYA	13442012
9514	5	MARÍA LA BAJA - COLÚ	13442014
9515	5	MARÍA LA BAJA - ARROYO GRANDE	13442017
9516	5	MARÍA LA BAJA - PALO ALTICO	13442018
9517	5	MARÍA LA BAJA - PUEBLO NUEVO	13442020
9518	5	MARÍA LA BAJA - NUEVA FLORIDA	13442021
9519	5	MARÍA LA BAJA - PRIMERO DE JULIO	13442022
9520	5	MARÍA LA BAJA - EL SENA	13442023
9521	5	MARÍA LA BAJA - LA CURVA	13442024
9522	5	MARÍA LA BAJA - LA PISTA	13442025
9523	5	MARÍA LA BAJA - MARQUEZ	13442026
9524	5	MARÍA LA BAJA - MUNGUIA	13442027
9525	5	MARÍA LA BAJA - CACAO	13442028
9526	5	MARÍA LA BAJA - CAÑAS	13442029
9527	5	MARÍA LA BAJA - CEDRITO	13442030
9528	5	MARÍA LA BAJA - EL GUAMO	13442031
9529	5	MARÍA LA BAJA - EL LIMÓN	13442032
9530	5	MARÍA LA BAJA - FLORIDO VIEJO	13442033
9531	5	MARÍA LA BAJA - GUARISMO	13442034
9532	5	MARÍA LA BAJA - LA SUPREMA	13442035
9533	5	MARÍA LA BAJA - LOS OCHENTA	13442036
9534	5	MARÍA LA BAJA - MAJAGUAS	13442037
9535	5	MARÍA LA BAJA - MUNDO NUEVO	13442038
9536	5	MARÍA LA BAJA - NUEVA JERUSALÉN	13442039
9537	5	MARÍA LA BAJA - NUEVO PORVENIR	13442040
9538	5	MARÍA LA BAJA - PUERTO SANTANDER	13442041
9539	5	MARÍA LA BAJA - SANTAFÉ DE ICOTEA	13442042
9540	5	MARÍA LA BAJA - SUCESIÓN	13442043
9541	5	MARÍA LA BAJA - TOMA RAZÓN	13442044
9542	5	MONTECRISTO - BETANIA	13458001
9543	5	MONTECRISTO - EL DORADO	13458002
9544	5	MONTECRISTO - PARAÍSO	13458003
9545	5	MONTECRISTO - PUEBLO LINDO	13458004
9546	5	MONTECRISTO - PUEBLO NUEVO-REGENCIA	13458005
9547	5	MONTECRISTO - PUERTO ESPAÑA	13458006
9548	5	MONTECRISTO - PLATANAL	13458007
9549	5	MONTECRISTO - SAN AGUSTÍN	13458008
9550	5	MONTECRISTO - SAN MATEO	13458009
9551	5	MONTECRISTO - TABURETERA	13458011
9552	5	MONTECRISTO - VILLA URIBE	13458012
9553	5	MONTECRISTO - RANGEL	13458013
9554	5	MOMPÓS - CALDERA	13468001
9555	5	MOMPÓS - CANDELARIA	13468002
9556	5	MOMPÓS - CARMEN DEL CICUCO	13468003
9557	5	MOMPÓS - GUAIMARAL	13468008
9558	5	MOMPÓS - GUATACA	13468009
9559	5	MOMPÓS - LA JAGUA	13468010
9560	5	MOMPÓS - LA LOBATA	13468011
9561	5	MOMPÓS - LA RINCONADA	13468013
9562	5	MOMPÓS - LAS BOQUILLAS	13468014
9563	5	MOMPÓS - LOMA DE SIMÓN	13468015
9564	5	MOMPÓS - LOS PIÑONES	13468016
9565	5	MOMPÓS - SAN IGNACIO	13468020
9566	5	MOMPÓS - SAN NICOLÁS	13468022
9567	5	MOMPÓS - SANTA CRUZ	13468023
9568	5	MOMPÓS - SANTA ROSA	13468024
9569	5	MOMPÓS - SANTA TERESITA	13468025
9570	5	MOMPÓS - ANCÓN	13468028
9571	5	MOMPÓS - LA TRAVESÍA	13468030
9572	5	MOMPÓS - PUEBLONUEVO	13468031
9573	5	MOMPÓS - SAN MARTÍN	13468032
9574	5	MOMPÓS - BOMBA	13468033
9575	5	MOMPÓS - EL GUAMO	13468035
9576	5	MOMPÓS - EL ROSARIO	13468036
9577	5	MOMPÓS - GUÁIMARO	13468037
9578	5	MOMPÓS - SANTA ELENA	13468038
9579	5	MOMPÓS - SAN LUIS	13468039
9580	5	MOMPÓS - VILLANUEVA	13468040
9581	5	MOMPÓS - EL CARMEN	13468041
9582	5	MORALES - BODEGA CENTRAL	13473002
9583	5	MORALES - EL DIQUE	13473003
9584	5	MORALES - LAS PAILAS	13473004
9585	5	MORALES - BOCA DE LA HONDA	13473012
9586	5	MORALES - MICOAHUMADO	13473013
9587	5	MORALES - PAREDES DE ORORIA	13473014
9588	5	MORALES - CORCOVADO	13473015
9589	5	MORALES - LA ESMERALDA	13473016
9590	5	MORALES - LA PALMA	13473017
9591	5	MORALES - MINA GALLO	13473018
9592	5	NOROSÍ - NOROSÍ	13490000
9593	5	NOROSÍ - BUENA SEÑA	13490001
9594	5	NOROSÍ - CASA DE BARRO	13490002
9595	5	NOROSÍ - LAS NIEVES	13490003
9596	5	NOROSÍ - MINA BRISA	13490004
9597	5	NOROSÍ - MINA ESTRELLA	13490005
9598	5	NOROSÍ - OLIVARES	13490006
9599	5	NOROSÍ - SANTA ELENA	13490007
9600	5	PINILLOS - ARMENIA	13549001
9601	5	PINILLOS - LA RUFINA	13549004
9602	5	PINILLOS - LA UNIÓN CABECERA	13549005
9603	5	PINILLOS - LAS CONCHITAS	13549006
9604	5	PINILLOS - LAS FLORES	13549007
9605	5	PINILLOS - MANTEQUERA	13549009
9606	5	PINILLOS - PALENQUITO	13549010
9607	5	PINILLOS - PALOMINO	13549011
9608	5	PINILLOS - PUERTO LÓPEZ	13549012
9609	5	PINILLOS - SANTA COA	13549014
9610	5	PINILLOS - SANTA ROSA	13549015
9611	5	PINILLOS - RUFINA NUEVA	13549018
9612	5	PINILLOS - BUENOS AIRES	13549021
9613	5	PINILLOS - EL LIBANO	13549022
9614	5	PINILLOS - LA UNIÓN (TIQUISIO)	13549023
9615	5	PINILLOS - LA VICTORIA	13549024
9616	5	PINILLOS - LOS LIMONES	13549025
9617	5	PINILLOS - MONTECELIO	13549026
9618	5	PINILLOS - NICARAGUA	13549027
9619	5	PINILLOS - PUERTO BELLO	13549028
